Access to Exercise Opportunities-Percent; NaturalBreaks
Data downloaded on 27-September-2023
Year,County_FIPS,County,State,Diagnosed Diabetes Percentage,Access to Exercise Opportunities
2018,48219,Hockley County,Texas,7,59.75147155
2018,48233,Hutchinson County,Texas,7,59.241534989
2018,48263,Kent County,Texas,7,No Data
2018,48279,Lamb County,Texas,7,74.644058095
2018,48299,Llano County,Texas,7,77.379410393
2018,48303,Lubbock County,Texas,7,86.672572275
2018,48319,Mason County,Texas,7,65.752741775
2018,48323,Maverick County,Texas,7,67.145858675
2018,48327,Menard County,Texas,7,73.461195361
2018,48389,Reeves County,Texas,7,64.166001596
2018,48391,Refugio County,Texas,7,9.9823919816
2018,48415,Scurry County,Texas,7,32.935405709
2018,48421,Sherman County,Texas,7,No Data
2018,48431,Sterling County,Texas,7,No Data
2018,48433,Stonewall County,Texas,7,No Data
2018,48437,Swisher County,Texas,7,44.907053731
2018,48475,Ward County,Texas,7,81.281666354
2018,50019,Orleans County,Vermont,7,39.076787485
2018,51075,Goochland County,Virginia,7,58.276925911
2018,51091,Highland County,Virginia,7,59.069366652
2018,51735,Poquoson City,Virginia,7,69.901234568
2018,53057,Skagit County,Washington,7,63.502450792
2018,55041,Forest County,Wisconsin,7,53.138435082
2018,55069,Lincoln County,Wisconsin,7,64.49918241
2018,55071,Manitowoc County,Wisconsin,7,57.031998232
2018,55085,Oneida County,Wisconsin,7,59.542196789
2018,56015,Goshen County,Wyoming,7,66.057815684
2018,05049,Fulton County,Arkansas,7.1,37.247856268
2018,06011,Colusa County,California,7.1,71.847425183
2018,06027,Inyo County,California,7.1,49.347568209
2018,08005,Arapahoe County,Colorado,7.1,96.823967706
2018,08077,Mesa County,Colorado,7.1,60.409751709
2018,08081,Moffat County,Colorado,7.1,59.804276912
2018,12086,Miami-Dade County,Florida,7.1,97.0579246
2018,13109,Evans County,Georgia,7.1,64.736363636
2018,13253,Seminole County,Georgia,7.1,5.9113300493
2018,13319,Wilkinson County,Georgia,7.1,No Data
2018,16007,Bear Lake County,Idaho,7.1,54.92816572
2018,16077,Power County,Idaho,7.1,65.549443521
2018,17009,Brown County,Illinois,7.1,68.358079862
2018,17045,Edgar County,Illinois,7.1,48.320413437
2018,17083,Jersey County,Illinois,7.1,56.941483576
2018,17125,Mason County,Illinois,7.1,51.077321696
2018,17129,Menard County,Illinois,7.1,60.850059032
2018,17141,Ogle County,Illinois,7.1,56.795708171
2018,19039,Clarke County,Iowa,7.1,52.487615766
2018,19131,Mitchell County,Iowa,7.1,64.105419451
2018,20201,Washington County,Kansas,7.1,31.608898086
2018,21017,Bourbon County,Kentucky,7.1,60.525394046
2018,21027,Breckinridge County,Kentucky,7.1,28.864848696
2018,21103,Henry County,Kentucky,7.1,15.315256876
2018,21123,Larue County,Kentucky,7.1,42.048897344
2018,21139,Livingston County,Kentucky,7.1,40.497951465
2018,21181,Nicholas County,Kentucky,7.1,13.538892782
2018,21239,Woodford County,Kentucky,7.1,68.443000922
2018,24041,Talbot County,Maryland,7.1,63.9166799
2018,26131,Ontonagon County,Michigan,7.1,57.802359882
2018,27037,Dakota County,Minnesota,7.1,96.137517814
2018,27055,Houston County,Minnesota,7.1,90.455668261
2018,27071,Koochiching County,Minnesota,7.1,46.758320186
2018,29065,Dent County,Missouri,7.1,58.791594814
2018,29217,Vernon County,Missouri,7.1,41.438631315
2018,29227,Worth County,Missouri,7.1,2.1188392446
2018,30025,Fallon County,Montana,7.1,2.214532872
2018,30071,Phillips County,Montana,7.1,62.802727486
2018,31037,Colfax County,Nebraska,7.1,59.524488825
2018,31069,Garden County,Nebraska,7.1,55.614973262
2018,31073,Gosper County,Nebraska,7.1,23.385518591
2018,31147,Richardson County,Nebraska,7.1,27.561879708
2018,31175,Valley County,Nebraska,7.1,64.85915493
2018,34025,Monmouth County,New Jersey,7.1,90.132459786
2018,35019,Guadalupe County,New Mexico,7.1,44.655429913
2018,37075,Graham County,North Carolina,7.1,100
2018,38013,Burke County,North Dakota,7.1,28.201219512
2018,38093,Stutsman County,North Dakota,7.1,73.208530806
2018,39075,Holmes County,Ohio,7.1,26.492942454
2018,39149,Shelby County,Ohio,7.1,63.065779091
2018,40127,Pushmataha County,Oklahoma,7.1,34.618043553
2018,46101,Moody County,South Dakota,7.1,12.395929695
2018,46115,Spink County,South Dakota,7.1,44.318004677
2018,47085,Humphreys County,Tennessee,7.1,35.516236919
2018,47127,Moore County,Tennessee,7.1,6.1458660798
2018,47161,Stewart County,Tennessee,7.1,37.743920745
2018,48033,Borden County,Texas,7.1,1.0920436817
2018,48079,Cochran County,Texas,7.1,0.7994883275
2018,48095,Concho County,Texas,7.1,70.002446782
2018,48107,Crosby County,Texas,7.1,20.729493316
2018,48119,Delta County,Texas,7.1,59.242974575
2018,48129,Donley County,Texas,7.1,74.272504759
2018,48151,Fisher County,Texas,7.1,No Data
2018,48153,Floyd County,Texas,7.1,74.868135278
2018,48159,Franklin County,Texas,7.1,20.348892032
2018,48169,Garza County,Texas,7.1,No Data
2018,48177,Gonzales County,Texas,7.1,38.663098904
2018,48191,Hall County,Texas,7.1,28.959141068
2018,48243,Jeff Davis County,Texas,7.1,42.613151153
2018,48247,Jim Hogg County,Texas,7.1,No Data
2018,48249,Jim Wells County,Texas,7.1,55.654047701
2018,48255,Karnes County,Texas,7.1,52.786022666
2018,48311,Mcmullen County,Texas,7.1,18.10466761
2018,48321,Matagorda County,Texas,7.1,68.816413274
2018,48357,Ochiltree County,Texas,7.1,88.115034726
2018,48359,Oldham County,Texas,7.1,0.0487329435
2018,48369,Parmer County,Texas,7.1,16.457298666
2018,48403,Sabine County,Texas,7.1,75.087686912
2018,48489,Willacy County,Texas,7.1,11.480075901
2018,48501,Yoakum County,Texas,7.1,79.109023988
2018,49019,Grand County,Utah,7.1,94.959349593
2018,51570,Colonial Heights City,Virginia,7.1,96.335649877
2018,53017,Douglas County,Washington,7.1,56.511670266
2018,53029,Island County,Washington,7.1,74.547168369
2018,55013,Burnett County,Wisconsin,7.1,58.057837873
2018,55033,Dunn County,Wisconsin,7.1,50.242834667
2018,55057,Juneau County,Wisconsin,7.1,39.765226523
2018,55125,Vilas County,Wisconsin,7.1,83.219785348
2018,04025,Yavapai County,Arizona,7.2,83.711078362
2018,06009,Calaveras County,California,7.2,64.412655228
2018,09013,Tolland County,Connecticut,7.2,58.593499289
2018,13005,Bacon County,Georgia,7.2,54.803532805
2018,13065,Clinch County,Georgia,7.2,0.8384819064
2018,13281,Towns County,Georgia,7.2,99.856747207
2018,13283,Treutlen County,Georgia,7.2,44.909222948
2018,16023,Butte County,Idaho,7.2,40.95468696
2018,16037,Custer County,Idaho,7.2,55.837912088
2018,16049,Idaho County,Idaho,7.2,19.720907358
2018,17027,Clinton County,Illinois,7.2,60.293416662
2018,17039,De Witt County,Illinois,7.2,73.914618682
2018,17049,Effingham County,Illinois,7.2,47.535190701
2018,17105,Livingston County,Illinois,7.2,64.788189987
2018,17133,Monroe County,Illinois,7.2,70.306763358
2018,17145,Perry County,Illinois,7.2,73.722595078
2018,17147,Piatt County,Illinois,7.2,46.912547074
2018,17151,Pope County,Illinois,7.2,97.74049217
2018,17175,Stark County,Illinois,7.2,13.830497164
2018,17181,Union County,Illinois,7.2,53.543351303
2018,18027,Daviess County,Indiana,7.2,47.756572295
2018,19075,Grundy County,Iowa,7.2,71.717658396
2018,19125,Marion County,Iowa,7.2,72.635023567
2018,19187,Webster County,Iowa,7.2,70.69949754
2018,20065,Graham County,Kansas,7.2,62.803234501
2018,21063,Elliott County,Kentucky,7.2,12.264391238
2018,23015,Lincoln County,Maine,7.2,42.676379255
2018,26089,Leelanau County,Michigan,7.2,59.360604385
2018,26153,Schoolcraft County,Michigan,7.2,50.371243371
2018,27027,Clay County,Minnesota,7.2,83.85565857
2018,27139,Scott County,Minnesota,7.2,90.560926051
2018,29011,Barton County,Missouri,7.2,30.648282535
2018,29053,Cooper County,Missouri,7.2,57.837622862
2018,29185,St. Clair County,Missouri,7.2,28.618052014
2018,30019,Daniels County,Montana,7.2,No Data
2018,30111,Yellowstone County,Montana,7.2,78.502689698
2018,31011,Boone County,Nebraska,7.2,39.527702089
2018,31017,Brown County,Nebraska,7.2,72.591414944
2018,31035,Clay County,Nebraska,7.2,37.496178539
2018,31051,Dixon County,Nebraska,7.2,15.066666667
2018,31071,Garfield County,Nebraska,7.2,68.13079551
2018,31099,Kearney County,Nebraska,7.2,42.024965326
2018,31169,Thayer County,Nebraska,7.2,No Data
2018,32029,Storey County,Nevada,7.2,16.982543641
2018,36059,Nassau County,New York,7.2,96.810901121
2018,36119,Westchester County,New York,7.2,97.822809297
2018,37059,Davie County,North Carolina,7.2,50.574684772
2018,37145,Person County,North Carolina,7.2,32.94648287
2018,38039,Griggs County,North Dakota,7.2,43.26446281
2018,40129,Roger Mills County,Oklahoma,7.2,No Data
2018,41021,Gilliam County,Oregon,7.2,76.429716729
2018,41037,Lake County,Oregon,7.2,24.749841672
2018,42025,Carbon County,Pennsylvania,7.2,61.017027081
2018,42127,Wayne County,Pennsylvania,7.2,47.173526182
2018,46015,Brule County,South Dakota,7.2,47.42150333
2018,46045,Edmunds County,South Dakota,7.2,0.2456398919
2018,46067,Hutchinson County,South Dakota,7.2,21.244722865
2018,46079,Lake County,South Dakota,7.2,60.026785714
2018,46127,Union County,South Dakota,7.2,65.664282242
2018,47009,Blount County,Tennessee,7.2,58.887082351
2018,47103,Lincoln County,Tennessee,7.2,31.473876682
2018,48057,Calhoun County,Texas,7.2,53.856227492
2018,48067,Cass County,Texas,7.2,26.605173319
2018,48075,Childress County,Texas,7.2,73.285044738
2018,48103,Crane County,Texas,7.2,92.068571429
2018,48109,Culberson County,Texas,7.2,92.660550459
2018,48111,Dallam County,Texas,7.2,79.50171565
2018,48143,Erath County,Texas,7.2,62.792293481
2018,48223,Hopkins County,Texas,7.2,40.018770797
2018,48237,Jack County,Texas,7.2,51.769128704
2018,48239,Jackson County,Texas,7.2,50.614564831
2018,48253,Jones County,Texas,7.2,17.438867439
2018,48301,Loving County,Texas,7.2,No Data
2018,48307,Mcculloch County,Texas,7.2,54.690329591
2018,48341,Moore County,Texas,7.2,64.531592403
2018,48351,Newton County,Texas,7.2,5.9882312219
2018,48365,Panola County,Texas,7.2,34.53941839
2018,48371,Pecos County,Texas,7.2,52.647191591
2018,48457,Tyler County,Texas,7.2,47.509877791
2018,49033,Rich County,Utah,7.2,40.812720848
2018,49053,Washington County,Utah,7.2,82.185135575
2018,50027,Windsor County,Vermont,7.2,62.385742015
2018,51530,Buena Vista City,Virginia,7.2,89.488721805
2018,51720,Norton City,Virginia,7.2,98.383021728
2018,53007,Chelan County,Washington,7.2,71.914206451
2018,55123,Vernon County,Wisconsin,7.2,39.495516072
2018,56023,Lincoln County,Wyoming,7.2,68.281232741
2018,02100,Haines Borough,Alaska,7.3,88.516746411
2018,02105,Hoonah-Angoon Census Area,Alaska,7.3,No Data
2018,02220,Sitka City and Borough,Alaska,7.3,81.91645085
2018,06003,Alpine County,California,7.3,76.425531915
2018,08017,Cheyenne County,Colorado,7.3,48.474945534
2018,13025,Brantley County,Georgia,7.3,19.243930259
2018,13101,Echols County,Georgia,7.3,0.1735250372
2018,13187,Lumpkin County,Georgia,7.3,77.818193953
2018,13293,Upson County,Georgia,7.3,66.530401797
2018,16025,Camas County,Idaho,7.3,3.93912265
2018,16059,Lemhi County,Idaho,7.3,72.353830645
2018,17033,Crawford County,Illinois,7.3,54.34727759
2018,17071,Henderson County,Illinois,7.3,30.937116355
2018,17111,Mchenry County,Illinois,7.3,88.425638036
2018,17123,Marshall County,Illinois,7.3,41.566455696
2018,17139,Moultrie County,Illinois,7.3,58.78351071
2018,17159,Richland County,Illinois,7.3,55.097640609
2018,17171,Scott County,Illinois,7.3,13.837535014
2018,17173,Shelby County,Illinois,7.3,38.992979475
2018,19143,Osceola County,Iowa,7.3,33.53450944
2018,19161,Sac County,Iowa,7.3,58.734299517
2018,19189,Winnebago County,Iowa,7.3,79.072335726
2018,20023,Cheyenne County,Kansas,7.3,56.859867938
2018,20045,Douglas County,Kansas,7.3,88.401638605
2018,20077,Harper County,Kansas,7.3,68.843221743
2018,20167,Russell County,Kansas,7.3,29.368723099
2018,20185,Stafford County,Kansas,7.3,44.241604688
2018,21149,Mclean County,Kentucky,7.3,0.4826356101
2018,21223,Trimble County,Kentucky,7.3,50.062436145
2018,21233,Webster County,Kentucky,7.3,28.015564202
2018,24031,Montgomery County,Maryland,7.3,99.308277516
2018,26001,Alcona County,Michigan,7.3,66.898190459
2018,26051,Gladwin County,Michigan,7.3,27.903627588
2018,27107,Norman County,Minnesota,7.3,9.7927612376
2018,27137,St. Louis County,Minnesota,7.3,74.304535874
2018,30039,Granite County,Montana,7.3,32.672945762
2018,30097,Sweet Grass County,Montana,7.3,65.680635442
2018,30103,Treasure County,Montana,7.3,No Data
2018,31085,Hayes County,Nebraska,7.3,No Data
2018,31097,Johnson County,Nebraska,7.3,3.1819053096
2018,31105,Kimball County,Nebraska,7.3,74.038209893
2018,31163,Sherman County,Nebraska,7.3,46.986040609
2018,32011,Eureka County,Nevada,7.3,32.56165073
2018,33015,Rockingham County,New Hampshire,7.3,77.216544781
2018,35011,De Baca County,New Mexico,7.3,83.432245302
2018,35059,Union County,New Mexico,7.3,70.850736426
2018,36021,Columbia County,New York,7.3,52.55642196
2018,37023,Burke County,North Carolina,7.3,52.529919043
2018,37199,Yancey County,North Carolina,7.3,100
2018,39135,Preble County,Ohio,7.3,35.561864206
2018,41015,Curry County,Oregon,7.3,89.653013772
2018,42007,Beaver County,Pennsylvania,7.3,78.155143398
2018,42011,Berks County,Pennsylvania,7.3,79.327341399
2018,42019,Butler County,Pennsylvania,7.3,73.290837693
2018,42053,Forest County,Pennsylvania,7.3,85.419906687
2018,46073,Jerauld County,South Dakota,7.3,15.499758571
2018,48003,Andrews County,Texas,7.3,93.148924658
2018,48031,Blanco County,Texas,7.3,34.028770125
2018,48063,Camp County,Texas,7.3,34.827836465
2018,48071,Chambers County,Texas,7.3,64.921928425
2018,48099,Coryell County,Texas,7.3,61.090624503
2018,48285,Lavaca County,Texas,7.3,49.49903961
2018,48337,Montague County,Texas,7.3,20.964551955
2018,48343,Morris County,Texas,7.3,2.5204886346
2018,48407,San Jacinto County,Texas,7.3,68.261067314
2018,48471,Walker County,Texas,7.3,70.721032699
2018,50015,Lamoille County,Vermont,7.3,60.04494382
2018,51043,Clarke County,Virginia,7.3,65.170300698
2018,51079,Greene County,Virginia,7.3,29.201760583
2018,51580,Covington City,Virginia,7.3,100
2018,51640,Galax City,Virginia,7.3,62.865663164
2018,51660,Harrisonburg City,Virginia,7.3,91.209060801
2018,55023,Crawford County,Wisconsin,7.3,51.952655612
2018,55059,Kenosha County,Wisconsin,7.3,94.569358153
2018,55065,Lafayette County,Wisconsin,7.3,32.103825137
2018,55083,Oconto County,Wisconsin,7.3,52.161444503
2018,55133,Waukesha County,Wisconsin,7.3,91.430168945
2018,56005,Campbell County,Wyoming,7.3,79.283809854
2018,56009,Converse County,Wyoming,7.3,68.929371792
2018,02158,Kusilvak Census Area,Alaska,7.4,100
2018,06023,Humboldt County,California,7.4,81.333056016
2018,06043,Mariposa County,California,7.4,42.786696619
2018,06081,San Mateo County,California,7.4,98.659755502
2018,08011,Bent County,Colorado,7.4,81.397138021
2018,08057,Jackson County,Colorado,7.4,79.555236729
2018,12071,Lee County,Florida,7.4,87.795957683
2018,13027,Brooks County,Georgia,7.4,14.443144739
2018,13117,Forsyth County,Georgia,7.4,85.639646518
2018,13119,Franklin County,Georgia,7.4,27.431624706
2018,13123,Gilmer County,Georgia,7.4,82.245864555
2018,13311,White County,Georgia,7.4,69.168140289
2018,16039,Elmore County,Idaho,7.4,67.608550928
2018,17063,Grundy County,Illinois,7.4,65.657271837
2018,17075,Iroquois County,Illinois,7.4,37.256881351
2018,17117,Macoupin County,Illinois,7.4,61.193342406
2018,17149,Pike County,Illinois,7.4,36.311625076
2018,17183,Vermilion County,Illinois,7.4,62.788361409
2018,18051,Gibson County,Indiana,7.4,62.794376623
2018,19043,Clayton County,Iowa,7.4,47.895636825
2018,19157,Poweshiek County,Iowa,7.4,60.516019879
2018,20101,Lane County,Kansas,7.4,No Data
2018,21185,Oldham County,Kentucky,7.4,89.936335301
2018,21187,Owen County,Kentucky,7.4,15.671985979
2018,21209,Scott County,Kentucky,7.4,78.807792593
2018,22023,Cameron Parish,Louisiana,7.4,82.00029244
2018,24035,Queen Anne&#39;s County,Maryland,7.4,59.839323821
2018,26005,Allegan County,Michigan,7.4,46.458961654
2018,26029,Charlevoix County,Michigan,7.4,67.624956646
2018,26111,Midland County,Michigan,7.4,64.144017028
2018,27043,Faribault County,Minnesota,7.4,46.705146705
2018,29019,Boone County,Missouri,7.4,77.921447105
2018,29135,Moniteau County,Missouri,7.4,36.18248222
2018,29153,Ozark County,Missouri,7.4,29.116527821
2018,29199,Scotland County,Missouri,7.4,0.7639892629
2018,31103,Keya Paha County,Nebraska,7.4,No Data
2018,34039,Union County,New Jersey,7.4,99.305683701
2018,35001,Bernalillo County,New Mexico,7.4,93.891156175
2018,35037,Quay County,New Mexico,7.4,69.583010729
2018,37037,Chatham County,North Carolina,7.4,56.841193607
2018,37055,Dare County,North Carolina,7.4,66.783608491
2018,37063,Durham County,North Carolina,7.4,86.743750631
2018,37167,Stanly County,North Carolina,7.4,68.731534208
2018,38003,Barnes County,North Dakota,7.4,47.695644316
2018,38051,Mcintosh County,North Dakota,7.4,33.784264863
2018,38053,Mckenzie County,North Dakota,7.4,35.911949686
2018,39109,Miami County,Ohio,7.4,80.767955047
2018,40007,Beaver County,Oklahoma,7.4,0.3903477644
2018,41065,Wasco County,Oregon,7.4,59.818347678
2018,42099,Perry County,Pennsylvania,7.4,42.093584807
2018,46025,Clark County,South Dakota,7.4,40.856136548
2018,47049,Fentress County,Tennessee,7.4,61.495628933
2018,47169,Trousdale County,Tennessee,7.4,53.32909784
2018,48025,Bee County,Texas,7.4,45.535293933
2018,48051,Burleson County,Texas,7.4,37.62727643
2018,48089,Colorado County,Texas,7.4,58.637539523
2018,48145,Falls County,Texas,7.4,38.805552446
2018,48149,Fayette County,Texas,7.4,54.77315305
2018,48175,Goliad County,Texas,7.4,46.80998613
2018,48227,Howard County,Texas,7.4,78.570204501
2018,48335,Mitchell County,Texas,7.4,4.1582473679
2018,48345,Motley County,Texas,7.4,14.462809917
2018,49001,Beaver County,Utah,7.4,75.471413486
2018,51077,Grayson County,Virginia,7.4,64.34043649
2018,51600,Fairfax City,Virginia,7.4,100
2018,51790,Staunton City,Virginia,7.4,91.425924366
2018,53043,Lincoln County,Washington,7.4,38.85525071
2018,53051,Pend Oreille County,Washington,7.4,57.803245904
2018,53073,Whatcom County,Washington,7.4,76.33240529
2018,55045,Green County,Wisconsin,7.4,56.837305249
2018,55107,Rusk County,Wisconsin,7.4,31.345306676
2018,55131,Washington County,Wisconsin,7.4,85.768119678
2018,56043,Washakie County,Wyoming,7.4,76.292042658
2018,02185,North Slope Borough,Alaska,7.5,6.4369034995
2018,06049,Modoc County,California,7.5,29.052240347
2018,06055,Napa County,California,7.5,89.508660356
2018,08025,Crowley County,Colorado,7.5,30.104756998
2018,08121,Washington County,Colorado,7.5,39.468217698
2018,13127,Glynn County,Georgia,7.5,75.790570919
2018,16009,Benewah County,Idaho,7.5,58.815293484
2018,16061,Lewis County,Idaho,7.5,39.466108349
2018,17003,Alexander County,Illinois,7.5,47.681476086
2018,17005,Bond County,Illinois,7.5,54.384286357
2018,17011,Bureau County,Illinois,7.5,72.634227229
2018,17097,Lake County,Illinois,7.5,95.667854127
2018,17191,Wayne County,Illinois,7.5,29.856801909
2018,18123,Perry County,Indiana,7.5,65.110145827
2018,19017,Bremer County,Iowa,7.5,73.867193936
2018,19025,Calhoun County,Iowa,7.5,42.823164426
2018,19033,Cerro Gordo County,Iowa,7.5,85.429548595
2018,19063,Emmet County,Iowa,7.5,74.56804504
2018,19137,Montgomery County,Iowa,7.5,76.824953445
2018,20007,Barber County,Kansas,7.5,45.42275252
2018,20019,Chautauqua County,Kansas,7.5,2.1531752521
2018,20043,Doniphan County,Kansas,7.5,19.911894273
2018,20079,Harvey County,Kansas,7.5,74.527159497
2018,20147,Phillips County,Kansas,7.5,31.921304502
2018,20163,Rooks County,Kansas,7.5,41.787299749
2018,21049,Clark County,Kentucky,7.5,72.936848903
2018,26003,Alger County,Michigan,7.5,80.710342673
2018,27001,Aitkin County,Minnesota,7.5,46.043698309
2018,27039,Dodge County,Minnesota,7.5,43.231941056
2018,27041,Douglas County,Minnesota,7.5,65.078174901
2018,27153,Todd County,Minnesota,7.5,31.291423981
2018,29137,Monroe County,Missouri,7.5,10.033936652
2018,29147,Nodaway County,Missouri,7.5,60.791613179
2018,29197,Schuyler County,Missouri,7.5,26.292033401
2018,31083,Harlan County,Nebraska,7.5,37.803096699
2018,31145,Red Willow County,Nebraska,7.5,72.139303483
2018,31149,Rock County,Nebraska,7.5,2.0969855832
2018,31171,Thomas County,Nebraska,7.5,15.455950541
2018,31181,Webster County,Nebraska,7.5,39.270724029
2018,31183,Wheeler County,Nebraska,7.5,4.4009779951
2018,34003,Bergen County,New Jersey,7.5,98.060359114
2018,35017,Grant County,New Mexico,7.5,56.637527953
2018,36091,Saratoga County,New York,7.5,78.078567623
2018,36113,Warren County,New York,7.5,94.338502747
2018,37009,Ashe County,North Carolina,7.5,49.118434075
2018,40003,Alfalfa County,Oklahoma,7.5,29.883020206
2018,40025,Cimarron County,Oklahoma,7.5,0.1212121212
2018,40033,Cotton County,Oklahoma,7.5,42.176651058
2018,40105,Nowata County,Oklahoma,7.5,28.777524677
2018,41025,Harney County,Oregon,7.5,62.988412827
2018,46033,Custer County,South Dakota,7.5,76.49707887
2018,46043,Douglas County,South Dakota,7.5,No Data
2018,46093,Meade County,South Dakota,7.5,37.398757569
2018,46107,Potter County,South Dakota,7.5,34.864748819
2018,47015,Cannon County,Tennessee,7.5,No Data
2018,47055,Giles County,Tennessee,7.5,39.430218755
2018,47095,Lake County,Tennessee,7.5,21.297242084
2018,48049,Brown County,Texas,7.5,49.036897077
2018,48265,Kerr County,Texas,7.5,63.324937028
2018,48315,Marion County,Texas,7.5,45.543333965
2018,48377,Presidio County,Texas,7.5,77.55180353
2018,48409,San Patricio County,Texas,7.5,61.686007037
2018,48445,Terry County,Texas,7.5,46.984428108
2018,48453,Travis County,Texas,7.5,94.761321766
2018,48467,Van Zandt County,Texas,7.5,27.465337873
2018,49009,Daggett County,Utah,7.5,97.450424929
2018,49049,Utah County,Utah,7.5,79.78101455
2018,50017,Orange County,Vermont,7.5,41.930467238
2018,51061,Fauquier County,Virginia,7.5,59.45738693
2018,51119,Middlesex County,Virginia,7.5,33.73482982
2018,51127,New Kent County,Virginia,7.5,70.302241033
2018,51145,Powhatan County,Virginia,7.5,55.615774085
2018,51678,Lexington City,Virginia,7.5,100
2018,51750,Radford City,Virginia,7.5,94.13091175
2018,53019,Ferry County,Washington,7.5,60.190703218
2018,55003,Ashland County,Wisconsin,7.5,57.81395061
2018,55067,Langlade County,Wisconsin,7.5,46.047955148
2018,55113,Sawyer County,Wisconsin,7.5,54.134203056
2018,55119,Taylor County,Wisconsin,7.5,47.82251438
2018,04019,Pima County,Arizona,7.6,84.056421593
2018,05017,Chicot County,Arkansas,7.6,27.279661017
2018,05021,Clay County,Arkansas,7.6,28.893863085
2018,05063,Independence County,Arkansas,7.6,43.326875324
2018,06013,Contra Costa County,California,7.6,98.019208312
2018,06111,Ventura County,California,7.6,96.582001122
2018,08009,Baca County,Colorado,7.6,53.141499472
2018,08043,Fremont County,Colorado,7.6,53.737399624
2018,08105,Rio Grande County,Colorado,7.6,62.435319646
2018,13011,Banks County,Georgia,7.6,38.102745311
2018,13137,Habersham County,Georgia,7.6,66.497060942
2018,13249,Schley County,Georgia,7.6,22.894211577
2018,13275,Thomas County,Georgia,7.6,40.547853309
2018,16021,Boundary County,Idaho,7.6,36.246810062
2018,16047,Gooding County,Idaho,7.6,61.051474392
2018,17021,Christian County,Illinois,7.6,60.356321839
2018,17041,Douglas County,Illinois,7.6,70.915915916
2018,17109,Mcdonough County,Illinois,7.6,62.041579787
2018,17193,White County,Illinois,7.6,6.8394135697
2018,18049,Fulton County,Indiana,7.6,33.154156268
2018,19031,Cedar County,Iowa,7.6,52.321747121
2018,19067,Floyd County,Iowa,7.6,68.8278231
2018,19097,Jackson County,Iowa,7.6,56.393591294
2018,19103,Johnson County,Iowa,7.6,87.469629132
2018,19197,Wright County,Iowa,7.6,77.246957442
2018,20093,Kearny County,Kansas,7.6,62.333417149
2018,20161,Riley County,Kansas,7.6,80.590592702
2018,20193,Thomas County,Kansas,7.6,69.987341772
2018,20197,Wabaunsee County,Kansas,7.6,13.908974904
2018,20207,Woodson County,Kansas,7.6,11.604714415
2018,21143,Lyon County,Kentucky,7.6,54.13759923
2018,22081,Red River Parish,Louisiana,7.6,44.824551754
2018,24013,Carroll County,Maryland,7.6,77.820192181
2018,26043,Dickinson County,Michigan,7.6,50.726077652
2018,26085,Lake County,Michigan,7.6,76.055117428
2018,26095,Luce County,Michigan,7.6,32.453626904
2018,26103,Marquette County,Michigan,7.6,69.611044024
2018,26139,Ottawa County,Michigan,7.6,81.635778485
2018,26151,Sanilac County,Michigan,7.6,25.947488055
2018,26155,Shiawassee County,Michigan,7.6,62.33155928
2018,27021,Cass County,Minnesota,7.6,51.247943431
2018,27031,Cook County,Minnesota,7.6,79.153786708
2018,27033,Cottonwood County,Minnesota,7.6,63.112860443
2018,27077,Lake Of The Woods County,Minnesota,7.6,50.778739184
2018,27103,Nicollet County,Minnesota,7.6,75.686741834
2018,27113,Pennington County,Minnesota,7.6,32.79971285
2018,27163,Washington County,Minnesota,7.6,90.16612356
2018,29001,Adair County,Missouri,7.6,75.955793338
2018,29109,Lawrence County,Missouri,7.6,52.290728374
2018,29225,Webster County,Missouri,7.6,50.243080493
2018,30021,Dawson County,Montana,7.6,62.547401294
2018,30095,Stillwater County,Montana,7.6,31.611275639
2018,31007,Banner County,Nebraska,7.6,4.347826087
2018,31049,Deuel County,Nebraska,7.6,56.053580629
2018,31137,Phelps County,Nebraska,7.6,48.770134959
2018,31177,Washington County,Nebraska,7.6,45.270337056
2018,35051,Sierra County,New Mexico,7.6,86.695028362
2018,36087,Rockland County,New York,7.6,84.162316683
2018,37137,Pamlico County,North Carolina,7.6,51.95526476
2018,37143,Perquimans County,North Carolina,7.6,18.070318888
2018,38041,Hettinger County,North Dakota,7.6,No Data
2018,38047,Logan County,North Dakota,7.6,2.3618090452
2018,39127,Perry County,Ohio,7.6,72.233623606
2018,39163,Vinton County,Ohio,7.6,30.487532564
2018,41005,Clackamas County,Oregon,7.6,87.906657588
2018,41049,Morrow County,Oregon,7.6,48.545601002
2018,41063,Wallowa County,Oregon,7.6,54.081050228
2018,42111,Somerset County,Pennsylvania,7.6,60.461526588
2018,46039,Deuel County,South Dakota,7.6,41.796516957
2018,46049,Faulk County,South Dakota,7.6,No Data
2018,48059,Callahan County,Texas,7.6,41.538688718
2018,48135,Ector County,Texas,7.6,77.158171079
2018,48197,Hardeman County,Texas,7.6,5.0012080213
2018,48381,Randall County,Texas,7.6,85.520811762
2018,49023,Juab County,Utah,7.6,56.20730041
2018,49029,Morgan County,Utah,7.6,87.707255254
2018,49035,Salt Lake County,Utah,7.6,91.639918225
2018,50005,Caledonia County,Vermont,7.6,56.428731546
2018,51003,Albemarle County,Virginia,7.6,71.149843387
2018,51021,Bland County,Virginia,7.6,90.562719812
2018,51115,Mathews County,Virginia,7.6,38.961906883
2018,51685,Manassas Park City,Virginia,7.6,100
