Limited Access To Healthy Foods-Percent; NaturalBreaks
Data downloaded on 27-September-2023
Year,County_FIPS,County,State,Diagnosed Diabetes Percentage,Limited Access To Healthy Foods
2018,48085,Collin County,Texas,7,2.8394114839
2018,48101,Cottle County,Texas,7,56.884175591
2018,48121,Denton County,Texas,7,4.7453569136
2018,48123,Dewitt County,Texas,7,2.1758720793
2018,48125,Dickens County,Texas,7,5.9120779091
2018,48137,Edwards County,Texas,7,10.931318858
2018,48155,Foard County,Texas,7,41.296431304
2018,48163,Frio County,Texas,7,11.658174925
2018,48195,Hansford County,Texas,7,3.6268877795
2018,48207,Haskell County,Texas,7,11.440102328
2018,48211,Hemphill County,Texas,7,2.7796606741
2018,48219,Hockley County,Texas,7,15.45078212
2018,48233,Hutchinson County,Texas,7,8.8050339757
2018,48263,Kent County,Texas,7,30.24463509
2018,48279,Lamb County,Texas,7,10.838988741
2018,48299,Llano County,Texas,7,13.2648913
2018,48303,Lubbock County,Texas,7,8.1888965062
2018,48319,Mason County,Texas,7,2.7979766548
2018,48323,Maverick County,Texas,7,18.029939789
2018,48327,Menard County,Texas,7,6.032632132
2018,48389,Reeves County,Texas,7,7.1886014594
2018,48391,Refugio County,Texas,7,8.7960669804
2018,48415,Scurry County,Texas,7,2.5277635486
2018,48421,Sherman County,Texas,7,9.5371473855
2018,48431,Sterling County,Texas,7,35.902085389
2018,48433,Stonewall County,Texas,7,4.848035073
2018,48437,Swisher County,Texas,7,14.16448347
2018,48475,Ward County,Texas,7,2.6327929995
2018,50019,Orleans County,Vermont,7,4.0001575664
2018,51075,Goochland County,Virginia,7,2.3759452669
2018,51091,Highland County,Virginia,7,34.448678028
2018,51735,Poquoson City,Virginia,7,7.8538037853
2018,53057,Skagit County,Washington,7,6.7530722573
2018,55041,Forest County,Wisconsin,7,12.455443818
2018,55069,Lincoln County,Wisconsin,7,3.6272743729
2018,55071,Manitowoc County,Wisconsin,7,6.7842826172
2018,55085,Oneida County,Wisconsin,7,2.4989545467
2018,56015,Goshen County,Wyoming,7,5.8550921478
2018,05049,Fulton County,Arkansas,7.1,5.9338312198
2018,06011,Colusa County,California,7.1,12.356254156
2018,06027,Inyo County,California,7.1,7.7716449439
2018,08005,Arapahoe County,Colorado,7.1,2.103148407
2018,08077,Mesa County,Colorado,7.1,8.8438588619
2018,08081,Moffat County,Colorado,7.1,14.698733774
2018,12086,Miami-Dade County,Florida,7.1,1.818706434
2018,13109,Evans County,Georgia,7.1,No Data
2018,13253,Seminole County,Georgia,7.1,6.5543318172
2018,13319,Wilkinson County,Georgia,7.1,11.416500002
2018,16007,Bear Lake County,Idaho,7.1,6.0621533403
2018,16077,Power County,Idaho,7.1,5.8773344519
2018,17009,Brown County,Illinois,7.1,10.348035148
2018,17045,Edgar County,Illinois,7.1,13.920388204
2018,17083,Jersey County,Illinois,7.1,3.9483724769
2018,17125,Mason County,Illinois,7.1,13.24330336
2018,17129,Menard County,Illinois,7.1,2.1440351881
2018,17141,Ogle County,Illinois,7.1,4.031120999
2018,19039,Clarke County,Iowa,7.1,3.0609641369
2018,19131,Mitchell County,Iowa,7.1,8.6051162778
2018,20201,Washington County,Kansas,7.1,15.491259555
2018,21017,Bourbon County,Kentucky,7.1,12.260506805
2018,21027,Breckinridge County,Kentucky,7.1,3.5205326091
2018,21103,Henry County,Kentucky,7.1,1.1715638651
2018,21123,Larue County,Kentucky,7.1,6.7488599523
2018,21139,Livingston County,Kentucky,7.1,6.6645977963
2018,21181,Nicholas County,Kentucky,7.1,0.2957093504
2018,21239,Woodford County,Kentucky,7.1,12.077780845
2018,24041,Talbot County,Maryland,7.1,3.2515587257
2018,26131,Ontonagon County,Michigan,7.1,13.198085558
2018,27037,Dakota County,Minnesota,7.1,4.6555981398
2018,27055,Houston County,Minnesota,7.1,2.5492123035
2018,27071,Koochiching County,Minnesota,7.1,13.868582978
2018,29065,Dent County,Missouri,7.1,7.6309171281
2018,29217,Vernon County,Missouri,7.1,16.156022427
2018,29227,Worth County,Missouri,7.1,5.3256859732
2018,30025,Fallon County,Montana,7.1,5.0251012808
2018,30071,Phillips County,Montana,7.1,13.284016435
2018,31037,Colfax County,Nebraska,7.1,9.3177498438
2018,31069,Garden County,Nebraska,7.1,9.45170252
2018,31073,Gosper County,Nebraska,7.1,11.982621311
2018,31147,Richardson County,Nebraska,7.1,9.7204617421
2018,31175,Valley County,Nebraska,7.1,4.4412212403
2018,34025,Monmouth County,New Jersey,7.1,4.699975507
2018,35019,Guadalupe County,New Mexico,7.1,14.350893426
2018,37075,Graham County,North Carolina,7.1,1.0153177379
2018,38013,Burke County,North Dakota,7.1,16.243966624
2018,38093,Stutsman County,North Dakota,7.1,6.3703783453
2018,39075,Holmes County,Ohio,7.1,2.1995144142
2018,39149,Shelby County,Ohio,7.1,4.1548760894
2018,40127,Pushmataha County,Oklahoma,7.1,9.4077090903
2018,46101,Moody County,South Dakota,7.1,4.3045606511
2018,46115,Spink County,South Dakota,7.1,11.516627115
2018,47085,Humphreys County,Tennessee,7.1,8.6886252532
2018,47127,Moore County,Tennessee,7.1,0.0540486487
2018,47161,Stewart County,Tennessee,7.1,6.8569798944
2018,48033,Borden County,Texas,7.1,15.105740218
2018,48079,Cochran County,Texas,7.1,9.1953962761
2018,48095,Concho County,Texas,7.1,12.046660244
2018,48107,Crosby County,Texas,7.1,2.3264371084
2018,48119,Delta County,Texas,7.1,1.9949149389
2018,48129,Donley County,Texas,7.1,5.5254057054
2018,48151,Fisher County,Texas,7.1,3.6718415837
2018,48153,Floyd County,Texas,7.1,4.4818080834
2018,48159,Franklin County,Texas,7.1,20.786048842
2018,48169,Garza County,Texas,7.1,5.2620285359
2018,48177,Gonzales County,Texas,7.1,17.477961238
2018,48191,Hall County,Texas,7.1,13.008641607
2018,48243,Jeff Davis County,Texas,7.1,8.0791954276
2018,48247,Jim Hogg County,Texas,7.1,18.661925339
2018,48249,Jim Wells County,Texas,7.1,9.6614210463
2018,48255,Karnes County,Texas,7.1,5.6886577094
2018,48311,Mcmullen County,Texas,7.1,25.343757878
2018,48321,Matagorda County,Texas,7.1,14.257564064
2018,48357,Ochiltree County,Texas,7.1,2.8750322348
2018,48359,Oldham County,Texas,7.1,32.554410987
2018,48369,Parmer County,Texas,7.1,8.2006309563
2018,48403,Sabine County,Texas,7.1,5.5449778891
2018,48489,Willacy County,Texas,7.1,25.639684457
2018,48501,Yoakum County,Texas,7.1,5.3652026649
2018,49019,Grand County,Utah,7.1,2.4976303098
2018,51570,Colonial Heights City,Virginia,7.1,5.1861221836
2018,53017,Douglas County,Washington,7.1,14.92858241
2018,53029,Island County,Washington,7.1,5.1405605067
2018,55013,Burnett County,Wisconsin,7.1,2.8966134355
2018,55033,Dunn County,Wisconsin,7.1,5.7149173808
2018,55057,Juneau County,Wisconsin,7.1,9.4283508305
2018,55125,Vilas County,Wisconsin,7.1,3.0352593359
2018,04025,Yavapai County,Arizona,7.2,12.979765332
2018,06009,Calaveras County,California,7.2,5.9895027663
2018,09013,Tolland County,Connecticut,7.2,6.5472527364
2018,13005,Bacon County,Georgia,7.2,1.3038942796
2018,13065,Clinch County,Georgia,7.2,5.14878747
2018,13281,Towns County,Georgia,7.2,0.0063237028
2018,13283,Treutlen County,Georgia,7.2,19.327616469
2018,16023,Butte County,Idaho,7.2,7.6475946836
2018,16037,Custer County,Idaho,7.2,8.2770607709
2018,16049,Idaho County,Idaho,7.2,8.2333776767
2018,17027,Clinton County,Illinois,7.2,3.7409996199
2018,17039,De Witt County,Illinois,7.2,2.1567963457
2018,17049,Effingham County,Illinois,7.2,4.6380903141
2018,17105,Livingston County,Illinois,7.2,6.4947943519
2018,17133,Monroe County,Illinois,7.2,4.9428579661
2018,17145,Perry County,Illinois,7.2,9.2315742094
2018,17147,Piatt County,Illinois,7.2,1.5941169124
2018,17151,Pope County,Illinois,7.2,10.719006535
2018,17175,Stark County,Illinois,7.2,19.693250713
2018,17181,Union County,Illinois,7.2,2.9004130263
2018,18027,Daviess County,Indiana,7.2,2.6534199526
2018,19075,Grundy County,Iowa,7.2,No Data
2018,19125,Marion County,Iowa,7.2,3.2338665397
2018,19187,Webster County,Iowa,7.2,11.997605061
2018,20065,Graham County,Kansas,7.2,6.5681628659
2018,21063,Elliott County,Kentucky,7.2,No Data
2018,23015,Lincoln County,Maine,7.2,0.924400504
2018,26089,Leelanau County,Michigan,7.2,1.1366012879
2018,26153,Schoolcraft County,Michigan,7.2,18.575028673
2018,27027,Clay County,Minnesota,7.2,4.5595836042
2018,27139,Scott County,Minnesota,7.2,4.2730247708
2018,29011,Barton County,Missouri,7.2,27.283198642
2018,29053,Cooper County,Missouri,7.2,10.018785896
2018,29185,St. Clair County,Missouri,7.2,3.5817166567
2018,30019,Daniels County,Montana,7.2,5.2158852855
2018,30111,Yellowstone County,Montana,7.2,6.3663362286
2018,31011,Boone County,Nebraska,7.2,3.4852294473
2018,31017,Brown County,Nebraska,7.2,4.1333514881
2018,31035,Clay County,Nebraska,7.2,8.0555528317
2018,31051,Dixon County,Nebraska,7.2,10.374700153
2018,31071,Garfield County,Nebraska,7.2,2.9390099953
2018,31099,Kearney County,Nebraska,7.2,0.5529431151
2018,31169,Thayer County,Nebraska,7.2,5.6066676143
2018,32029,Storey County,Nevada,7.2,0.0883248903
2018,36059,Nassau County,New York,7.2,0.484462392
2018,36119,Westchester County,New York,7.2,1.3585055708
2018,37059,Davie County,North Carolina,7.2,8.3854038638
2018,37145,Person County,North Carolina,7.2,5.0863049183
2018,38039,Griggs County,North Dakota,7.2,5.9343071307
2018,40129,Roger Mills County,Oklahoma,7.2,20.373473922
2018,41021,Gilliam County,Oregon,7.2,20.807689076
2018,41037,Lake County,Oregon,7.2,18.490713911
2018,42025,Carbon County,Pennsylvania,7.2,1.825632007
2018,42127,Wayne County,Pennsylvania,7.2,0.8749552074
2018,46015,Brule County,South Dakota,7.2,13.200247608
2018,46045,Edmunds County,South Dakota,7.2,9.5164168827
2018,46067,Hutchinson County,South Dakota,7.2,2.314509246
2018,46079,Lake County,South Dakota,7.2,2.4306447994
2018,46127,Union County,South Dakota,7.2,0.4263337649
2018,47009,Blount County,Tennessee,7.2,8.5770960034
2018,47103,Lincoln County,Tennessee,7.2,3.8015836484
2018,48057,Calhoun County,Texas,7.2,28.314561317
2018,48067,Cass County,Texas,7.2,7.4909769672
2018,48075,Childress County,Texas,7.2,18.94919694
2018,48103,Crane County,Texas,7.2,3.9164449558
2018,48109,Culberson County,Texas,7.2,4.2500927128
2018,48111,Dallam County,Texas,7.2,17.595217917
2018,48143,Erath County,Texas,7.2,18.115741597
2018,48223,Hopkins County,Texas,7.2,8.9272386874
2018,48237,Jack County,Texas,7.2,15.822588379
2018,48239,Jackson County,Texas,7.2,5.7543691325
2018,48253,Jones County,Texas,7.2,11.838424495
2018,48301,Loving County,Texas,7.2,18.627450927
2018,48307,Mcculloch County,Texas,7.2,19.202764177
2018,48341,Moore County,Texas,7.2,8.5735856112
2018,48351,Newton County,Texas,7.2,14.126061757
2018,48365,Panola County,Texas,7.2,9.5663624217
2018,48371,Pecos County,Texas,7.2,19.115379683
2018,48457,Tyler County,Texas,7.2,16.15717351
2018,49033,Rich County,Utah,7.2,34.584877077
2018,49053,Washington County,Utah,7.2,10.606006357
2018,50027,Windsor County,Vermont,7.2,1.1567972586
2018,51530,Buena Vista City,Virginia,7.2,49.940216891
2018,51720,Norton City,Virginia,7.2,18.065566397
2018,53007,Chelan County,Washington,7.2,4.5962806036
2018,55123,Vernon County,Wisconsin,7.2,6.0501885027
2018,56023,Lincoln County,Wyoming,7.2,5.2113615358
2018,02100,Haines Borough,Alaska,7.3,10.085293755
2018,02105,Hoonah-Angoon Census Area,Alaska,7.3,31.130174061
2018,02220,Sitka City and Borough,Alaska,7.3,6.24763201
2018,06003,Alpine County,California,7.3,16.785138519
2018,08017,Cheyenne County,Colorado,7.3,8.9192835242
2018,13025,Brantley County,Georgia,7.3,2.6510214125
2018,13101,Echols County,Georgia,7.3,18.30880081
2018,13187,Lumpkin County,Georgia,7.3,0.2574228646
2018,13293,Upson County,Georgia,7.3,7.5294854884
2018,16025,Camas County,Idaho,7.3,44.469525759
2018,16059,Lemhi County,Idaho,7.3,11.76927193
2018,17033,Crawford County,Illinois,7.3,2.423367797
2018,17071,Henderson County,Illinois,7.3,0.4891578291
2018,17111,Mchenry County,Illinois,7.3,6.411147683
2018,17123,Marshall County,Illinois,7.3,4.3452305741
2018,17139,Moultrie County,Illinois,7.3,0.6139706478
2018,17159,Richland County,Illinois,7.3,2.7143971909
2018,17171,Scott County,Illinois,7.3,19.82173184
2018,17173,Shelby County,Illinois,7.3,5.9708876093
2018,19143,Osceola County,Iowa,7.3,8.1812768611
2018,19161,Sac County,Iowa,7.3,3.7578331974
2018,19189,Winnebago County,Iowa,7.3,2.845559141
2018,20023,Cheyenne County,Kansas,7.3,8.3120766066
2018,20045,Douglas County,Kansas,7.3,5.3856842362
2018,20077,Harper County,Kansas,7.3,9.9828105759
2018,20167,Russell County,Kansas,7.3,8.1568458969
2018,20185,Stafford County,Kansas,7.3,8.1117429076
2018,21149,Mclean County,Kentucky,7.3,1.0303155062
2018,21223,Trimble County,Kentucky,7.3,No Data
2018,21233,Webster County,Kentucky,7.3,10.593079916
2018,24031,Montgomery County,Maryland,7.3,1.8318877973
2018,26001,Alcona County,Michigan,7.3,6.1626304384
2018,26051,Gladwin County,Michigan,7.3,5.5768815652
2018,27107,Norman County,Minnesota,7.3,9.1759530608
2018,27137,St. Louis County,Minnesota,7.3,9.1498136017
2018,30039,Granite County,Montana,7.3,33.820613488
2018,30097,Sweet Grass County,Montana,7.3,5.1040948841
2018,30103,Treasure County,Montana,7.3,44.787644806
2018,31085,Hayes County,Nebraska,7.3,44.432661838
2018,31097,Johnson County,Nebraska,7.3,5.8521852783
2018,31105,Kimball County,Nebraska,7.3,3.1444879545
2018,31163,Sherman County,Nebraska,7.3,4.9126535825
2018,32011,Eureka County,Nevada,7.3,6.2523653131
2018,33015,Rockingham County,New Hampshire,7.3,5.2067264292
2018,35011,De Baca County,New Mexico,7.3,7.7929088912
2018,35059,Union County,New Mexico,7.3,11.009835172
2018,36021,Columbia County,New York,7.3,7.1296838443
2018,37023,Burke County,North Carolina,7.3,10.005108404
2018,37199,Yancey County,North Carolina,7.3,0.5680529364
2018,39135,Preble County,Ohio,7.3,2.982076911
2018,41015,Curry County,Oregon,7.3,2.1252698151
2018,42007,Beaver County,Pennsylvania,7.3,9.3883943833
2018,42011,Berks County,Pennsylvania,7.3,3.2919661019
2018,42019,Butler County,Pennsylvania,7.3,3.1888357879
2018,42053,Forest County,Pennsylvania,7.3,15.00673183
2018,46073,Jerauld County,South Dakota,7.3,24.306133811
2018,48003,Andrews County,Texas,7.3,8.2021834005
2018,48031,Blanco County,Texas,7.3,0.9537848338
2018,48063,Camp County,Texas,7.3,4.9437141963
2018,48071,Chambers County,Texas,7.3,4.1331504055
2018,48099,Coryell County,Texas,7.3,25.571006915
2018,48285,Lavaca County,Texas,7.3,4.2763467193
2018,48337,Montague County,Texas,7.3,4.5086463436
2018,48343,Morris County,Texas,7.3,0.8627184615
2018,48407,San Jacinto County,Texas,7.3,3.2333331731
2018,48471,Walker County,Texas,7.3,6.2780047075
2018,50015,Lamoille County,Vermont,7.3,0.2893735842
2018,51043,Clarke County,Virginia,7.3,0.0596539545
2018,51079,Greene County,Virginia,7.3,6.5224547755
2018,51580,Covington City,Virginia,7.3,10.830561865
2018,51640,Galax City,Virginia,7.3,3.7832433544
2018,51660,Harrisonburg City,Virginia,7.3,1.4741574562
2018,55023,Crawford County,Wisconsin,7.3,8.4141471318
2018,55059,Kenosha County,Wisconsin,7.3,9.5477766738
2018,55065,Lafayette County,Wisconsin,7.3,4.0228844424
2018,55083,Oconto County,Wisconsin,7.3,2.2009115835
2018,55133,Waukesha County,Wisconsin,7.3,5.1258170249
2018,56005,Campbell County,Wyoming,7.3,8.2444665121
2018,56009,Converse County,Wyoming,7.3,2.8794243922
2018,02158,Kusilvak Census Area,Alaska,7.4,No Data
2018,06023,Humboldt County,California,7.4,4.5402601268
2018,06043,Mariposa County,California,7.4,2.6113538803
2018,06081,San Mateo County,California,7.4,0.919326845
2018,08011,Bent County,Colorado,7.4,5.1260799373
2018,08057,Jackson County,Colorado,7.4,8.2349973108
2018,12071,Lee County,Florida,7.4,11.995375685
2018,13027,Brooks County,Georgia,7.4,4.6672929212
2018,13117,Forsyth County,Georgia,7.4,8.0651790871
2018,13119,Franklin County,Georgia,7.4,No Data
2018,13123,Gilmer County,Georgia,7.4,7.0800720923
2018,13311,White County,Georgia,7.4,No Data
2018,16039,Elmore County,Idaho,7.4,14.145561912
2018,17063,Grundy County,Illinois,7.4,5.5315364904
2018,17075,Iroquois County,Illinois,7.4,10.719878828
2018,17117,Macoupin County,Illinois,7.4,4.2088218016
2018,17149,Pike County,Illinois,7.4,10.070562116
2018,17183,Vermilion County,Illinois,7.4,8.4771801358
2018,18051,Gibson County,Indiana,7.4,1.6102235688
2018,19043,Clayton County,Iowa,7.4,1.0644948021
2018,19157,Poweshiek County,Iowa,7.4,1.2758050773
2018,20101,Lane County,Kansas,7.4,6.9363589021
2018,21185,Oldham County,Kentucky,7.4,5.042472192
2018,21187,Owen County,Kentucky,7.4,4.4471899145
2018,21209,Scott County,Kentucky,7.4,7.2703859884
2018,22023,Cameron Parish,Louisiana,7.4,5.8573058587
2018,24035,Queen Anne&#39;s County,Maryland,7.4,3.6081599048
2018,26005,Allegan County,Michigan,7.4,4.7275383216
2018,26029,Charlevoix County,Michigan,7.4,0.399248469
2018,26111,Midland County,Michigan,7.4,4.7249357127
2018,27043,Faribault County,Minnesota,7.4,4.4651395211
2018,29019,Boone County,Missouri,7.4,9.9881036963
2018,29135,Moniteau County,Missouri,7.4,3.9921128868
2018,29153,Ozark County,Missouri,7.4,17.740622581
2018,29199,Scotland County,Missouri,7.4,3.7043330424
2018,31103,Keya Paha County,Nebraska,7.4,26.484422122
2018,34039,Union County,New Jersey,7.4,0.9435384474
2018,35001,Bernalillo County,New Mexico,7.4,6.0333507998
2018,35037,Quay County,New Mexico,7.4,18.203689881
2018,37037,Chatham County,North Carolina,7.4,4.5506711429
2018,37055,Dare County,North Carolina,7.4,8.5060031982
2018,37063,Durham County,North Carolina,7.4,8.0704466072
2018,37167,Stanly County,North Carolina,7.4,2.1830825848
2018,38003,Barnes County,North Dakota,7.4,6.2716308621
2018,38051,Mcintosh County,North Dakota,7.4,5.3403805774
2018,38053,Mckenzie County,North Dakota,7.4,15.725696719
2018,39109,Miami County,Ohio,7.4,3.9426812235
2018,40007,Beaver County,Oklahoma,7.4,11.877335973
2018,41065,Wasco County,Oregon,7.4,12.146173194
2018,42099,Perry County,Pennsylvania,7.4,2.2851485395
2018,46025,Clark County,South Dakota,7.4,16.231029964
2018,47049,Fentress County,Tennessee,7.4,0.1175137123
2018,47169,Trousdale County,Tennessee,7.4,No Data
2018,48025,Bee County,Texas,7.4,10.781823203
2018,48051,Burleson County,Texas,7.4,5.3716429098
2018,48089,Colorado County,Texas,7.4,7.2853333894
2018,48145,Falls County,Texas,7.4,5.1465988946
2018,48149,Fayette County,Texas,7.4,5.5955411701
2018,48175,Goliad County,Texas,7.4,9.8613689216
2018,48227,Howard County,Texas,7.4,12.226463126
2018,48335,Mitchell County,Texas,7.4,6.037091849
2018,48345,Motley County,Texas,7.4,3.3135185274
2018,49001,Beaver County,Utah,7.4,4.2305091508
2018,51077,Grayson County,Virginia,7.4,9.0421879288
2018,51600,Fairfax City,Virginia,7.4,1.5896525154
2018,51790,Staunton City,Virginia,7.4,0.8224992135
2018,53043,Lincoln County,Washington,7.4,12.135665978
2018,53051,Pend Oreille County,Washington,7.4,10.066915863
2018,53073,Whatcom County,Washington,7.4,7.1430267316
2018,55045,Green County,Wisconsin,7.4,3.5991962847
2018,55107,Rusk County,Wisconsin,7.4,14.21536958
2018,55131,Washington County,Wisconsin,7.4,4.6143381767
2018,56043,Washakie County,Wyoming,7.4,3.068047416
2018,02185,North Slope Borough,Alaska,7.5,7.1061645355
2018,06049,Modoc County,California,7.5,17.175960327
2018,06055,Napa County,California,7.5,2.6299629965
2018,08025,Crowley County,Colorado,7.5,0.5715181498
2018,08121,Washington County,Colorado,7.5,13.960275818
2018,13127,Glynn County,Georgia,7.5,12.362051109
2018,16009,Benewah County,Idaho,7.5,9.2419423693
2018,16061,Lewis County,Idaho,7.5,16.288635729
2018,17003,Alexander County,Illinois,7.5,28.274072155
2018,17005,Bond County,Illinois,7.5,9.041243828
2018,17011,Bureau County,Illinois,7.5,9.7949444295
2018,17097,Lake County,Illinois,7.5,5.9520754878
2018,17191,Wayne County,Illinois,7.5,8.4024115772
2018,18123,Perry County,Indiana,7.5,7.0656382658
2018,19017,Bremer County,Iowa,7.5,1.2981711949
2018,19025,Calhoun County,Iowa,7.5,8.8495476301
2018,19033,Cerro Gordo County,Iowa,7.5,5.4731594156
2018,19063,Emmet County,Iowa,7.5,11.070435899
2018,19137,Montgomery County,Iowa,7.5,7.3980609347
2018,20007,Barber County,Kansas,7.5,3.2205164874
2018,20019,Chautauqua County,Kansas,7.5,17.573231713
2018,20043,Doniphan County,Kansas,7.5,8.8098767571
2018,20079,Harvey County,Kansas,7.5,0.9787827858
2018,20147,Phillips County,Kansas,7.5,11.272724081
2018,20163,Rooks County,Kansas,7.5,3.7824303064
2018,21049,Clark County,Kentucky,7.5,4.9396356654
2018,26003,Alger County,Michigan,7.5,4.8934575132
2018,27001,Aitkin County,Minnesota,7.5,11.339267091
2018,27039,Dodge County,Minnesota,7.5,3.3564679395
2018,27041,Douglas County,Minnesota,7.5,6.9210048577
2018,27153,Todd County,Minnesota,7.5,11.384560715
2018,29137,Monroe County,Missouri,7.5,5.7914000364
2018,29147,Nodaway County,Missouri,7.5,31.313149544
2018,29197,Schuyler County,Missouri,7.5,37.338351491
2018,31083,Harlan County,Nebraska,7.5,2.5307214359
2018,31145,Red Willow County,Nebraska,7.5,19.231296663
2018,31149,Rock County,Nebraska,7.5,8.9836089557
2018,31171,Thomas County,Nebraska,7.5,34.573643345
2018,31181,Webster County,Nebraska,7.5,13.640570678
2018,31183,Wheeler County,Nebraska,7.5,31.321064249
2018,34003,Bergen County,New Jersey,7.5,0.8947505719
2018,35017,Grant County,New Mexico,7.5,10.706927381
2018,36091,Saratoga County,New York,7.5,3.5737477899
2018,36113,Warren County,New York,7.5,5.3344630877
2018,37009,Ashe County,North Carolina,7.5,10.580773209
2018,40003,Alfalfa County,Oklahoma,7.5,14.835798691
2018,40025,Cimarron County,Oklahoma,7.5,15.069564913
2018,40033,Cotton County,Oklahoma,7.5,6.9364326966
2018,40105,Nowata County,Oklahoma,7.5,10.729056691
2018,41025,Harney County,Oregon,7.5,12.544918124
2018,46033,Custer County,South Dakota,7.5,7.637109242
2018,46043,Douglas County,South Dakota,7.5,2.1713165761
2018,46093,Meade County,South Dakota,7.5,4.5692630915
2018,46107,Potter County,South Dakota,7.5,12.355673517
2018,47015,Cannon County,Tennessee,7.5,0.7438386169
2018,47055,Giles County,Tennessee,7.5,4.8451695056
2018,47095,Lake County,Tennessee,7.5,0.0757407758
2018,48049,Brown County,Texas,7.5,13.283698935
2018,48265,Kerr County,Texas,7.5,5.2515214548
2018,48315,Marion County,Texas,7.5,2.8902453163
2018,48377,Presidio County,Texas,7.5,17.843769203
2018,48409,San Patricio County,Texas,7.5,11.03259774
2018,48445,Terry County,Texas,7.5,20.419272759
2018,48453,Travis County,Texas,7.5,5.2900229549
2018,48467,Van Zandt County,Texas,7.5,10.670670887
2018,49009,Daggett County,Utah,7.5,15.384615365
2018,49049,Utah County,Utah,7.5,8.2110600081
2018,50017,Orange County,Vermont,7.5,3.4708148987
2018,51061,Fauquier County,Virginia,7.5,1.1543856113
2018,51119,Middlesex County,Virginia,7.5,0.2705239051
2018,51127,New Kent County,Virginia,7.5,No Data
2018,51145,Powhatan County,Virginia,7.5,1.0930958754
2018,51678,Lexington City,Virginia,7.5,1.6729780567
2018,51750,Radford City,Virginia,7.5,16.393901225
2018,53019,Ferry County,Washington,7.5,24.535410594
2018,55003,Ashland County,Wisconsin,7.5,11.284832625
2018,55067,Langlade County,Wisconsin,7.5,9.8757881593
2018,55113,Sawyer County,Wisconsin,7.5,10.935513485
2018,55119,Taylor County,Wisconsin,7.5,11.510817995
2018,04019,Pima County,Arizona,7.6,8.9287254303
2018,05017,Chicot County,Arkansas,7.6,16.10584628
2018,05021,Clay County,Arkansas,7.6,7.0996772649
2018,05063,Independence County,Arkansas,7.6,6.0958814394
2018,06013,Contra Costa County,California,7.6,2.8674706151
2018,06111,Ventura County,California,7.6,2.3098155316
2018,08009,Baca County,Colorado,7.6,10.293080398
2018,08043,Fremont County,Colorado,7.6,13.391966907
2018,08105,Rio Grande County,Colorado,7.6,5.0717374083
2018,13011,Banks County,Georgia,7.6,0.8716861775
2018,13137,Habersham County,Georgia,7.6,7.8664805669
2018,13249,Schley County,Georgia,7.6,0.2724761798
2018,13275,Thomas County,Georgia,7.6,12.420757221
2018,16021,Boundary County,Idaho,7.6,3.6410131796
2018,16047,Gooding County,Idaho,7.6,0.3059389539
2018,17021,Christian County,Illinois,7.6,1.9461783117
2018,17041,Douglas County,Illinois,7.6,3.7038426614
2018,17109,Mcdonough County,Illinois,7.6,9.8259858564
2018,17193,White County,Illinois,7.6,2.3276618176
2018,18049,Fulton County,Indiana,7.6,4.2112611671
2018,19031,Cedar County,Iowa,7.6,4.8358729431
2018,19067,Floyd County,Iowa,7.6,6.2916793543
2018,19097,Jackson County,Iowa,7.6,7.0180294487
2018,19103,Johnson County,Iowa,7.6,2.3619256714
2018,19197,Wright County,Iowa,7.6,3.92117557
2018,20093,Kearny County,Kansas,7.6,3.2164873394
2018,20161,Riley County,Kansas,7.6,24.8941444
2018,20193,Thomas County,Kansas,7.6,17.660381885
2018,20197,Wabaunsee County,Kansas,7.6,12.879754058
2018,20207,Woodson County,Kansas,7.6,9.8394268247
2018,21143,Lyon County,Kentucky,7.6,1.0259446198
2018,22081,Red River Parish,Louisiana,7.6,3.8642152468
2018,24013,Carroll County,Maryland,7.6,3.0085234316
2018,26043,Dickinson County,Michigan,7.6,7.6438031622
2018,26085,Lake County,Michigan,7.6,0.596876967
2018,26095,Luce County,Michigan,7.6,10.916346479
2018,26103,Marquette County,Michigan,7.6,5.1045468557
2018,26139,Ottawa County,Michigan,7.6,7.8570118826
2018,26151,Sanilac County,Michigan,7.6,4.9061318825
2018,26155,Shiawassee County,Michigan,7.6,9.6703855377
2018,27021,Cass County,Minnesota,7.6,5.2107726626
2018,27031,Cook County,Minnesota,7.6,8.9290308808
2018,27033,Cottonwood County,Minnesota,7.6,2.062660403
2018,27077,Lake Of The Woods County,Minnesota,7.6,8.7312828099
2018,27103,Nicollet County,Minnesota,7.6,9.7774122743
2018,27113,Pennington County,Minnesota,7.6,5.0400610355
2018,27163,Washington County,Minnesota,7.6,6.1060721993
2018,29001,Adair County,Missouri,7.6,11.53291578
2018,29109,Lawrence County,Missouri,7.6,5.9772949095
2018,29225,Webster County,Missouri,7.6,3.2207535287
2018,30021,Dawson County,Montana,7.6,11.99763896
2018,30095,Stillwater County,Montana,7.6,3.9999673153
2018,31007,Banner County,Nebraska,7.6,27.545758338
2018,31049,Deuel County,Nebraska,7.6,7.8825112702
2018,31137,Phelps County,Nebraska,7.6,4.5929504576
2018,31177,Washington County,Nebraska,7.6,4.9702701392
2018,35051,Sierra County,New Mexico,7.6,14.966966826
2018,36087,Rockland County,New York,7.6,4.3583735359
2018,37137,Pamlico County,North Carolina,7.6,3.4715932668
2018,37143,Perquimans County,North Carolina,7.6,2.3066843759
