Severe Housing Cost Burden-Percent; NaturalBreaks
Data downloaded on 27-September-2023
Year,County_FIPS,County,State,Diagnosed Diabetes Percentage,Severe Housing Cost Burden
2018,48085,Collin County,Texas,7,11.313110356
2018,48101,Cottle County,Texas,7,6.8217054264
2018,48121,Denton County,Texas,7,11.208814995
2018,48123,Dewitt County,Texas,7,12.46882793
2018,48125,Dickens County,Texas,7,11.458333333
2018,48137,Edwards County,Texas,7,6.374501992
2018,48155,Foard County,Texas,7,5.9426229508
2018,48163,Frio County,Texas,7,9.87993997
2018,48195,Hansford County,Texas,7,7.8831312018
2018,48207,Haskell County,Texas,7,8.4266926449
2018,48211,Hemphill County,Texas,7,10.088781275
2018,48219,Hockley County,Texas,7,7.9834110938
2018,48233,Hutchinson County,Texas,7,7.2988421515
2018,48263,Kent County,Texas,7,5.4054054054
2018,48279,Lamb County,Texas,7,8.9719626168
2018,48299,Llano County,Texas,7,10.531744213
2018,48303,Lubbock County,Texas,7,17.068559606
2018,48319,Mason County,Texas,7,12.035763411
2018,48323,Maverick County,Texas,7,15.391358798
2018,48327,Menard County,Texas,7,13.004484305
2018,48389,Reeves County,Texas,7,9.5932678822
2018,48391,Refugio County,Texas,7,9.9239864865
2018,48415,Scurry County,Texas,7,5.7777024737
2018,48421,Sherman County,Texas,7,6.9860279441
2018,48431,Sterling County,Texas,7,4.0816326531
2018,48433,Stonewall County,Texas,7,4.2553191489
2018,48437,Swisher County,Texas,7,9.5972579263
2018,48475,Ward County,Texas,7,8.7867177522
2018,50019,Orleans County,Vermont,7,16.06411398
2018,51075,Goochland County,Virginia,7,7.6050620821
2018,51091,Highland County,Virginia,7,2.3630504834
2018,51735,Poquoson City,Virginia,7,9.8518850987
2018,53057,Skagit County,Washington,7,12.663655475
2018,55041,Forest County,Wisconsin,7,9.7180399672
2018,55069,Lincoln County,Wisconsin,7,8.1652490887
2018,55071,Manitowoc County,Wisconsin,7,7.6603078386
2018,55085,Oneida County,Wisconsin,7,9.3513935921
2018,56015,Goshen County,Wyoming,7,10.991207034
2018,05049,Fulton County,Arkansas,7.1,10.567757978
2018,06011,Colusa County,California,7.1,11.267806268
2018,06027,Inyo County,California,7.1,13.816141101
2018,08005,Arapahoe County,Colorado,7.1,14.268636934
2018,08077,Mesa County,Colorado,7.1,14.152193745
2018,08081,Moffat County,Colorado,7.1,16.083499006
2018,12086,Miami-Dade County,Florida,7.1,25.304486002
2018,13109,Evans County,Georgia,7.1,14.603429796
2018,13253,Seminole County,Georgia,7.1,16.634366925
2018,13319,Wilkinson County,Georgia,7.1,15.183246073
2018,16007,Bear Lake County,Idaho,7.1,7.9322638146
2018,16077,Power County,Idaho,7.1,5.4477919934
2018,17009,Brown County,Illinois,7.1,4.1028175976
2018,17045,Edgar County,Illinois,7.1,8.3322294344
2018,17083,Jersey County,Illinois,7.1,8.2139688173
2018,17125,Mason County,Illinois,7.1,8.9798087141
2018,17129,Menard County,Illinois,7.1,6.9589702333
2018,17141,Ogle County,Illinois,7.1,10.360626663
2018,19039,Clarke County,Iowa,7.1,13.976531943
2018,19131,Mitchell County,Iowa,7.1,5.8630393996
2018,20201,Washington County,Kansas,7.1,5.0442477876
2018,21017,Bourbon County,Kentucky,7.1,11.882368526
2018,21027,Breckinridge County,Kentucky,7.1,7.6323348379
2018,21103,Henry County,Kentucky,7.1,13.235542067
2018,21123,Larue County,Kentucky,7.1,10.001798885
2018,21139,Livingston County,Kentucky,7.1,10.810810811
2018,21181,Nicholas County,Kentucky,7.1,8.9033244173
2018,21239,Woodford County,Kentucky,7.1,10.200102617
2018,24041,Talbot County,Maryland,7.1,15.943285245
2018,26131,Ontonagon County,Michigan,7.1,10.04784689
2018,27037,Dakota County,Minnesota,7.1,9.0526954412
2018,27055,Houston County,Minnesota,7.1,7.9275905119
2018,27071,Koochiching County,Minnesota,7.1,10.251893606
2018,29065,Dent County,Missouri,7.1,10.560344828
2018,29217,Vernon County,Missouri,7.1,9.2620108965
2018,29227,Worth County,Missouri,7.1,7.0950468541
2018,30025,Fallon County,Montana,7.1,6.6608238387
2018,30071,Phillips County,Montana,7.1,5.6776556777
2018,31037,Colfax County,Nebraska,7.1,3.0864197531
2018,31069,Garden County,Nebraska,7.1,5.376344086
2018,31073,Gosper County,Nebraska,7.1,6.5909090909
2018,31147,Richardson County,Nebraska,7.1,6.971362453
2018,31175,Valley County,Nebraska,7.1,9.20671685
2018,34025,Monmouth County,New Jersey,7.1,16.290322581
2018,35019,Guadalupe County,New Mexico,7.1,6.5420560748
2018,37075,Graham County,North Carolina,7.1,7.5976622578
2018,38013,Burke County,North Dakota,7.1,2.847754655
2018,38093,Stutsman County,North Dakota,7.1,13.067729084
2018,39075,Holmes County,Ohio,7.1,7.3122698861
2018,39149,Shelby County,Ohio,7.1,5.9891702675
2018,40127,Pushmataha County,Oklahoma,7.1,8.2751984604
2018,46101,Moody County,South Dakota,7.1,8.8871096878
2018,46115,Spink County,South Dakota,7.1,6.9890288501
2018,47085,Humphreys County,Tennessee,7.1,8.7962962963
2018,47127,Moore County,Tennessee,7.1,10.386373079
2018,47161,Stewart County,Tennessee,7.1,6.7796610169
2018,48033,Borden County,Texas,7.1,No Data
2018,48079,Cochran County,Texas,7.1,9.0419806243
2018,48095,Concho County,Texas,7.1,7.6543209877
2018,48107,Crosby County,Texas,7.1,7.3678861789
2018,48119,Delta County,Texas,7.1,10.085298545
2018,48129,Donley County,Texas,7.1,11.172305271
2018,48151,Fisher County,Texas,7.1,4.9555273189
2018,48153,Floyd County,Texas,7.1,4.7901234568
2018,48159,Franklin County,Texas,7.1,5.9881778463
2018,48169,Garza County,Texas,7.1,10.067114094
2018,48177,Gonzales County,Texas,7.1,7.793680034
2018,48191,Hall County,Texas,7.1,5.6387665198
2018,48243,Jeff Davis County,Texas,7.1,12.632696391
2018,48247,Jim Hogg County,Texas,7.1,12.342215989
2018,48249,Jim Wells County,Texas,7.1,11.160903019
2018,48255,Karnes County,Texas,7.1,8.0605102732
2018,48311,Mcmullen County,Texas,7.1,4.6728971963
2018,48321,Matagorda County,Texas,7.1,14.600864226
2018,48357,Ochiltree County,Texas,7.1,8.8308457711
2018,48359,Oldham County,Texas,7.1,5.1330798479
2018,48369,Parmer County,Texas,7.1,6.6958277254
2018,48403,Sabine County,Texas,7.1,14.184397163
2018,48489,Willacy County,Texas,7.1,7.6592564917
2018,48501,Yoakum County,Texas,7.1,10.821052632
2018,49019,Grand County,Utah,7.1,15.711947627
2018,51570,Colonial Heights City,Virginia,7.1,12.304800463
2018,53017,Douglas County,Washington,7.1,9.221213569
2018,53029,Island County,Washington,7.1,13.565509648
2018,55013,Burnett County,Wisconsin,7.1,10.366462284
2018,55033,Dunn County,Wisconsin,7.1,11.740281622
2018,55057,Juneau County,Wisconsin,7.1,10.450918181
2018,55125,Vilas County,Wisconsin,7.1,11.763043888
2018,04025,Yavapai County,Arizona,7.2,14.471824495
2018,06009,Calaveras County,California,7.2,17.931449188
2018,09013,Tolland County,Connecticut,7.2,13.209368398
2018,13005,Bacon County,Georgia,7.2,14.08004607
2018,13065,Clinch County,Georgia,7.2,11.796643633
2018,13281,Towns County,Georgia,7.2,15.290201789
2018,13283,Treutlen County,Georgia,7.2,16.728110599
2018,16023,Butte County,Idaho,7.2,10.742857143
2018,16037,Custer County,Idaho,7.2,12.410763317
2018,16049,Idaho County,Idaho,7.2,9.519120302
2018,17027,Clinton County,Illinois,7.2,6.8473009872
2018,17039,De Witt County,Illinois,7.2,7.1242531025
2018,17049,Effingham County,Illinois,7.2,6.4654852821
2018,17105,Livingston County,Illinois,7.2,10.616242494
2018,17133,Monroe County,Illinois,7.2,5.4707852624
2018,17145,Perry County,Illinois,7.2,10.163111669
2018,17147,Piatt County,Illinois,7.2,7.2828709288
2018,17151,Pope County,Illinois,7.2,6.0224089636
2018,17175,Stark County,Illinois,7.2,8.7837837838
2018,17181,Union County,Illinois,7.2,8.8510771152
2018,18027,Daviess County,Indiana,7.2,8.7618340449
2018,19075,Grundy County,Iowa,7.2,4.8270313757
2018,19125,Marion County,Iowa,7.2,7.3467548077
2018,19187,Webster County,Iowa,7.2,11.169686985
2018,20065,Graham County,Kansas,7.2,12.622149837
2018,21063,Elliott County,Kentucky,7.2,8.5906040268
2018,23015,Lincoln County,Maine,7.2,10.923535253
2018,26089,Leelanau County,Michigan,7.2,10.17699115
2018,26153,Schoolcraft County,Michigan,7.2,9.8667422739
2018,27027,Clay County,Minnesota,7.2,13.174892348
2018,27139,Scott County,Minnesota,7.2,8.0363563724
2018,29011,Barton County,Missouri,7.2,12.072743208
2018,29053,Cooper County,Missouri,7.2,11.016253489
2018,29185,St. Clair County,Missouri,7.2,8.0550599031
2018,30019,Daniels County,Montana,7.2,8.5714285714
2018,30111,Yellowstone County,Montana,7.2,11.889345794
2018,31011,Boone County,Nebraska,7.2,8.0348943985
2018,31017,Brown County,Nebraska,7.2,9.7156398104
2018,31035,Clay County,Nebraska,7.2,6.9035123133
2018,31051,Dixon County,Nebraska,7.2,8.0159433127
2018,31071,Garfield County,Nebraska,7.2,8.3044982699
2018,31099,Kearney County,Nebraska,7.2,8.6887835703
2018,31169,Thayer County,Nebraska,7.2,5.0697674419
2018,32029,Storey County,Nevada,7.2,9.4873305834
2018,36059,Nassau County,New York,7.2,17.99256118
2018,36119,Westchester County,New York,7.2,19.616864915
2018,37059,Davie County,North Carolina,7.2,10.474083439
2018,37145,Person County,North Carolina,7.2,12.213109543
2018,38039,Griggs County,North Dakota,7.2,6.9719042664
2018,40129,Roger Mills County,Oklahoma,7.2,10.218978102
2018,41021,Gilliam County,Oregon,7.2,15.985997666
2018,41037,Lake County,Oregon,7.2,14.09856519
2018,42025,Carbon County,Pennsylvania,7.2,12.724382584
2018,42127,Wayne County,Pennsylvania,7.2,12.594707368
2018,46015,Brule County,South Dakota,7.2,6.9185475957
2018,46045,Edmunds County,South Dakota,7.2,9.0479405807
2018,46067,Hutchinson County,South Dakota,7.2,7.3983169705
2018,46079,Lake County,South Dakota,7.2,8.5794960904
2018,46127,Union County,South Dakota,7.2,8.045112782
2018,47009,Blount County,Tennessee,7.2,9.0083376969
2018,47103,Lincoln County,Tennessee,7.2,8.3654209136
2018,48057,Calhoun County,Texas,7.2,5.5072087284
2018,48067,Cass County,Texas,7.2,8.8780146802
2018,48075,Childress County,Texas,7.2,12.5
2018,48103,Crane County,Texas,7.2,5.5027173913
2018,48109,Culberson County,Texas,7.2,8.1494057725
2018,48111,Dallam County,Texas,7.2,4.5722046175
2018,48143,Erath County,Texas,7.2,14.617152708
2018,48223,Hopkins County,Texas,7.2,11.022638564
2018,48237,Jack County,Texas,7.2,8.2808877112
2018,48239,Jackson County,Texas,7.2,9.4283276451
2018,48253,Jones County,Texas,7.2,7.6549663928
2018,48301,Loving County,Texas,7.2,No Data
2018,48307,Mcculloch County,Texas,7.2,8.5011949471
2018,48341,Moore County,Texas,7.2,7.7052696078
2018,48351,Newton County,Texas,7.2,6.4926660915
2018,48365,Panola County,Texas,7.2,6.6098600122
2018,48371,Pecos County,Texas,7.2,8.8986784141
2018,48457,Tyler County,Texas,7.2,9.7105920376
2018,49033,Rich County,Utah,7.2,3.8983050847
2018,49053,Washington County,Utah,7.2,12.394235399
2018,50027,Windsor County,Vermont,7.2,13.311078656
2018,51530,Buena Vista City,Virginia,7.2,20.171094102
2018,51720,Norton City,Virginia,7.2,17.197096594
2018,53007,Chelan County,Washington,7.2,10.710073973
2018,55123,Vernon County,Wisconsin,7.2,12.082834161
2018,56023,Lincoln County,Wyoming,7.2,5.9151785714
2018,02100,Haines Borough,Alaska,7.3,8.5005903188
2018,02105,Hoonah-Angoon Census Area,Alaska,7.3,6.432748538
2018,02220,Sitka City and Borough,Alaska,7.3,10.142815506
2018,06003,Alpine County,California,7.3,5.8524173028
2018,08017,Cheyenne County,Colorado,7.3,5.8029689609
2018,13025,Brantley County,Georgia,7.3,14.06855902
2018,13101,Echols County,Georgia,7.3,5.8777429467
2018,13187,Lumpkin County,Georgia,7.3,15.40164733
2018,13293,Upson County,Georgia,7.3,14.328981723
2018,16025,Camas County,Idaho,7.3,16.201117318
2018,16059,Lemhi County,Idaho,7.3,13.41183228
2018,17033,Crawford County,Illinois,7.3,11.182795699
2018,17071,Henderson County,Illinois,7.3,3.6214554151
2018,17111,Mchenry County,Illinois,7.3,10.224293881
2018,17123,Marshall County,Illinois,7.3,7.1760236387
2018,17139,Moultrie County,Illinois,7.3,7.2542372881
2018,17159,Richland County,Illinois,7.3,6.9183408944
2018,17171,Scott County,Illinois,7.3,4.065469905
2018,17173,Shelby County,Illinois,7.3,6.2011995021
2018,19143,Osceola County,Iowa,7.3,6.5662417922
2018,19161,Sac County,Iowa,7.3,6.6303575657
2018,19189,Winnebago County,Iowa,7.3,5.9377100605
2018,20023,Cheyenne County,Kansas,7.3,8.0168776371
2018,20045,Douglas County,Kansas,7.3,16.060670344
2018,20077,Harper County,Kansas,7.3,9.0993071594
2018,20167,Russell County,Kansas,7.3,10.860793544
2018,20185,Stafford County,Kansas,7.3,7.7248038624
2018,21149,Mclean County,Kentucky,7.3,7.3412698413
2018,21223,Trimble County,Kentucky,7.3,10.452853598
2018,21233,Webster County,Kentucky,7.3,8.8568935428
2018,24031,Montgomery County,Maryland,7.3,14.447812339
2018,26001,Alcona County,Michigan,7.3,10.263749744
2018,26051,Gladwin County,Michigan,7.3,10.65460253
2018,27107,Norman County,Minnesota,7.3,8.0468454855
2018,27137,St. Louis County,Minnesota,7.3,11.575245631
2018,30039,Granite County,Montana,7.3,7.5650118203
2018,30097,Sweet Grass County,Montana,7.3,9.7970608817
2018,30103,Treasure County,Montana,7.3,14.855072464
2018,31085,Hayes County,Nebraska,7.3,11.797752809
2018,31097,Johnson County,Nebraska,7.3,8.9125560538
2018,31105,Kimball County,Nebraska,7.3,9.2431346283
2018,31163,Sherman County,Nebraska,7.3,9.0277777778
2018,32011,Eureka County,Nevada,7.3,5.4838709677
2018,33015,Rockingham County,New Hampshire,7.3,11.50216443
2018,35011,De Baca County,New Mexico,7.3,6.9620253165
2018,35059,Union County,New Mexico,7.3,6.5711878686
2018,36021,Columbia County,New York,7.3,14.18477373
2018,37023,Burke County,North Carolina,7.3,8.5854118757
2018,37199,Yancey County,North Carolina,7.3,9.5473012188
2018,39135,Preble County,Ohio,7.3,7.1451034656
2018,41015,Curry County,Oregon,7.3,12.5522218
2018,42007,Beaver County,Pennsylvania,7.3,8.6661794001
2018,42011,Berks County,Pennsylvania,7.3,11.978174033
2018,42019,Butler County,Pennsylvania,7.3,9.4893684294
2018,42053,Forest County,Pennsylvania,7.3,9.5931692617
2018,46073,Jerauld County,South Dakota,7.3,6.0931899642
2018,48003,Andrews County,Texas,7.3,8.4578997162
2018,48031,Blanco County,Texas,7.3,8.4726615454
2018,48063,Camp County,Texas,7.3,14.603392939
2018,48071,Chambers County,Texas,7.3,12.833225551
2018,48099,Coryell County,Texas,7.3,9.5093436436
2018,48285,Lavaca County,Texas,7.3,5.7421451788
2018,48337,Montague County,Texas,7.3,9.9946836789
2018,48343,Morris County,Texas,7.3,12.385039853
2018,48407,San Jacinto County,Texas,7.3,11.162983712
2018,48471,Walker County,Texas,7.3,20.015426147
2018,50015,Lamoille County,Vermont,7.3,15.440889583
2018,51043,Clarke County,Virginia,7.3,13.404333456
2018,51079,Greene County,Virginia,7.3,7.9001792362
2018,51580,Covington City,Virginia,7.3,5.5301645338
2018,51640,Galax City,Virginia,7.3,15.086887836
2018,51660,Harrisonburg City,Virginia,7.3,17.668062054
2018,55023,Crawford County,Wisconsin,7.3,9.7090449083
2018,55059,Kenosha County,Wisconsin,7.3,13.734081453
2018,55065,Lafayette County,Wisconsin,7.3,9.2463092463
2018,55083,Oconto County,Wisconsin,7.3,7.1500885852
2018,55133,Waukesha County,Wisconsin,7.3,10.366019264
2018,56005,Campbell County,Wyoming,7.3,11.517431948
2018,56009,Converse County,Wyoming,7.3,4.7720247295
2018,02158,Kusilvak Census Area,Alaska,7.4,10.146862483
2018,06023,Humboldt County,California,7.4,21.584379144
2018,06043,Mariposa County,California,7.4,19.160244486
2018,06081,San Mateo County,California,7.4,17.791802746
2018,08011,Bent County,Colorado,7.4,10.771889401
2018,08057,Jackson County,Colorado,7.4,14.800759013
2018,12071,Lee County,Florida,7.4,15.620909919
2018,13027,Brooks County,Georgia,7.4,15.494525886
2018,13117,Forsyth County,Georgia,7.4,8.5458200068
2018,13119,Franklin County,Georgia,7.4,10.637204522
2018,13123,Gilmer County,Georgia,7.4,9.2042349727
2018,13311,White County,Georgia,7.4,9.4246381927
2018,16039,Elmore County,Idaho,7.4,8.2228886524
2018,17063,Grundy County,Illinois,7.4,10.111452922
2018,17075,Iroquois County,Illinois,7.4,11.569959923
2018,17117,Macoupin County,Illinois,7.4,9.2331063973
2018,17149,Pike County,Illinois,7.4,8.5145228216
2018,17183,Vermilion County,Illinois,7.4,11.388657908
2018,18051,Gibson County,Indiana,7.4,7.1045677614
2018,19043,Clayton County,Iowa,7.4,9.6062133806
2018,19157,Poweshiek County,Iowa,7.4,12.020493957
2018,20101,Lane County,Kansas,7.4,1.3422818792
2018,21185,Oldham County,Kentucky,7.4,6.122253602
2018,21187,Owen County,Kentucky,7.4,10.815429688
2018,21209,Scott County,Kentucky,7.4,6.7354487055
2018,22023,Cameron Parish,Louisiana,7.4,0.7774898186
2018,24035,Queen Anne&#39;s County,Maryland,7.4,11.329807535
2018,26005,Allegan County,Michigan,7.4,7.3726259724
2018,26029,Charlevoix County,Michigan,7.4,8.0705738492
2018,26111,Midland County,Michigan,7.4,9.690312648
2018,27043,Faribault County,Minnesota,7.4,8.1399317406
2018,29019,Boone County,Missouri,7.4,14.616644123
2018,29135,Moniteau County,Missouri,7.4,6.2749572162
2018,29153,Ozark County,Missouri,7.4,9.0112298001
2018,29199,Scotland County,Missouri,7.4,11.654589372
2018,31103,Keya Paha County,Nebraska,7.4,11.974110032
2018,34039,Union County,New Jersey,7.4,18.371591927
2018,35001,Bernalillo County,New Mexico,7.4,15.929421296
2018,35037,Quay County,New Mexico,7.4,8.5120422303
2018,37037,Chatham County,North Carolina,7.4,12.840751043
2018,37055,Dare County,North Carolina,7.4,12.923934894
2018,37063,Durham County,North Carolina,7.4,13.227825212
2018,37167,Stanly County,North Carolina,7.4,9.4425883594
2018,38003,Barnes County,North Dakota,7.4,8.2211342309
2018,38051,Mcintosh County,North Dakota,7.4,11.937857727
2018,38053,Mckenzie County,North Dakota,7.4,7.9774753637
2018,39109,Miami County,Ohio,7.4,9.1291512915
2018,40007,Beaver County,Oklahoma,7.4,7.9694323144
2018,41065,Wasco County,Oregon,7.4,10.702541106
2018,42099,Perry County,Pennsylvania,7.4,8.0206196996
2018,46025,Clark County,South Dakota,7.4,11.277705346
2018,47049,Fentress County,Tennessee,7.4,7.1868289191
2018,47169,Trousdale County,Tennessee,7.4,16.225266362
2018,48025,Bee County,Texas,7.4,13.665916479
2018,48051,Burleson County,Texas,7.4,7.7710843373
2018,48089,Colorado County,Texas,7.4,4.9971444889
2018,48145,Falls County,Texas,7.4,13.754863813
2018,48149,Fayette County,Texas,7.4,8.9321298793
2018,48175,Goliad County,Texas,7.4,7.7313549395
2018,48227,Howard County,Texas,7.4,8.7496549821
2018,48335,Mitchell County,Texas,7.4,4.10041841
2018,48345,Motley County,Texas,7.4,4.3572984749
2018,49001,Beaver County,Utah,7.4,6.1419472247
2018,51077,Grayson County,Virginia,7.4,7.7348965966
2018,51600,Fairfax City,Virginia,7.4,16.325553561
2018,51790,Staunton City,Virginia,7.4,13.613814158
2018,53043,Lincoln County,Washington,7.4,8.2819986311
2018,53051,Pend Oreille County,Washington,7.4,9.5316201932
2018,53073,Whatcom County,Washington,7.4,16.685815391
2018,55045,Green County,Wisconsin,7.4,9.0332591243
2018,55107,Rusk County,Wisconsin,7.4,9.2712028378
2018,55131,Washington County,Wisconsin,7.4,7.2843628269
2018,56043,Washakie County,Wyoming,7.4,5.7975460123
2018,02185,North Slope Borough,Alaska,7.5,9.1836734694
2018,06049,Modoc County,California,7.5,10.977045321
2018,06055,Napa County,California,7.5,17.199577614
2018,08025,Crowley County,Colorado,7.5,14.738510301
2018,08121,Washington County,Colorado,7.5,12.519809826
2018,13127,Glynn County,Georgia,7.5,13.17954166
2018,16009,Benewah County,Idaho,7.5,8.1862886896
2018,16061,Lewis County,Idaho,7.5,9.5724313976
2018,17003,Alexander County,Illinois,7.5,14.431082331
2018,17005,Bond County,Illinois,7.5,7.9253315867
2018,17011,Bureau County,Illinois,7.5,8.7633885102
2018,17097,Lake County,Illinois,7.5,12.974595198
2018,17191,Wayne County,Illinois,7.5,7.2578285045
2018,18123,Perry County,Indiana,7.5,7.160954794
2018,19017,Bremer County,Iowa,7.5,6.7796610169
2018,19025,Calhoun County,Iowa,7.5,6.1410159212
2018,19033,Cerro Gordo County,Iowa,7.5,7.40915774
2018,19063,Emmet County,Iowa,7.5,8.8672475654
2018,19137,Montgomery County,Iowa,7.5,7.0530726257
2018,20007,Barber County,Kansas,7.5,10.239287702
2018,20019,Chautauqua County,Kansas,7.5,7.5079872204
2018,20043,Doniphan County,Kansas,7.5,13.403141361
2018,20079,Harvey County,Kansas,7.5,8.3605685187
2018,20147,Phillips County,Kansas,7.5,4.9404499338
2018,20163,Rooks County,Kansas,7.5,5.3135471517
2018,21049,Clark County,Kentucky,7.5,11.833158079
2018,26003,Alger County,Michigan,7.5,9.1025231555
2018,27001,Aitkin County,Minnesota,7.5,12.82967033
2018,27039,Dodge County,Minnesota,7.5,5.6571727201
2018,27041,Douglas County,Minnesota,7.5,9.9993925035
2018,27153,Todd County,Minnesota,7.5,8.5518102372
2018,29137,Monroe County,Missouri,7.5,9.9018232819
2018,29147,Nodaway County,Missouri,7.5,11.325533711
2018,29197,Schuyler County,Missouri,7.5,6.529992407
2018,31083,Harlan County,Nebraska,7.5,8.7290502793
2018,31145,Red Willow County,Nebraska,7.5,8.3275342148
2018,31149,Rock County,Nebraska,7.5,3.7664783427
2018,31171,Thomas County,Nebraska,7.5,8.4033613445
2018,31181,Webster County,Nebraska,7.5,3.9428959891
2018,31183,Wheeler County,Nebraska,7.5,10.322580645
2018,34003,Bergen County,New Jersey,7.5,18.250321687
2018,35017,Grant County,New Mexico,7.5,13.291844696
2018,36091,Saratoga County,New York,7.5,9.6059818635
2018,36113,Warren County,New York,7.5,11.350093438
2018,37009,Ashe County,North Carolina,7.5,9.3792355652
2018,40003,Alfalfa County,Oklahoma,7.5,6.1418202122
2018,40025,Cimarron County,Oklahoma,7.5,1.9900497512
2018,40033,Cotton County,Oklahoma,7.5,9.2256214149
2018,40105,Nowata County,Oklahoma,7.5,11.871908357
2018,41025,Harney County,Oregon,7.5,9.4086021505
2018,46033,Custer County,South Dakota,7.5,11.114037398
2018,46043,Douglas County,South Dakota,7.5,7.8501338091
2018,46093,Meade County,South Dakota,7.5,6.1131725417
2018,46107,Potter County,South Dakota,7.5,5.3811659193
2018,47015,Cannon County,Tennessee,7.5,10.645591316
2018,47055,Giles County,Tennessee,7.5,9.138712602
2018,47095,Lake County,Tennessee,7.5,10.974960043
2018,48049,Brown County,Texas,7.5,8.6532252278
2018,48265,Kerr County,Texas,7.5,8.8439334401
2018,48315,Marion County,Texas,7.5,10.440193593
2018,48377,Presidio County,Texas,7.5,12.191103789
2018,48409,San Patricio County,Texas,7.5,10.723848625
2018,48445,Terry County,Texas,7.5,16.444095313
2018,48453,Travis County,Texas,7.5,14.917579222
2018,48467,Van Zandt County,Texas,7.5,8.2333807684
2018,49009,Daggett County,Utah,7.5,5.9210526316
2018,49049,Utah County,Utah,7.5,11.011070898
2018,50017,Orange County,Vermont,7.5,13.389830508
2018,51061,Fauquier County,Virginia,7.5,10.134570378
2018,51119,Middlesex County,Virginia,7.5,12.958171626
2018,51127,New Kent County,Virginia,7.5,10.652146702
2018,51145,Powhatan County,Virginia,7.5,6.0641742714
2018,51678,Lexington City,Virginia,7.5,21.108312343
2018,51750,Radford City,Virginia,7.5,21.195753399
2018,53019,Ferry County,Washington,7.5,11.870138654
2018,55003,Ashland County,Wisconsin,7.5,11.347291034
2018,55067,Langlade County,Wisconsin,7.5,8.7324981577
2018,55113,Sawyer County,Wisconsin,7.5,9.72
2018,55119,Taylor County,Wisconsin,7.5,10.80752884
2018,04019,Pima County,Arizona,7.6,14.612485531
2018,05017,Chicot County,Arkansas,7.6,10.937934873
2018,05021,Clay County,Arkansas,7.6,9.4072594073
2018,05063,Independence County,Arkansas,7.6,10.017053459
2018,06013,Contra Costa County,California,7.6,16.470856534
2018,06111,Ventura County,California,7.6,18.396612381
2018,08009,Baca County,Colorado,7.6,10.588235294
2018,08043,Fremont County,Colorado,7.6,11.778974147
2018,08105,Rio Grande County,Colorado,7.6,12.237685001
2018,13011,Banks County,Georgia,7.6,9.008601177
2018,13137,Habersham County,Georgia,7.6,10.680198951
2018,13249,Schley County,Georgia,7.6,14.472123369
2018,13275,Thomas County,Georgia,7.6,14.544252044
2018,16021,Boundary County,Idaho,7.6,11.389735177
2018,16047,Gooding County,Idaho,7.6,7.2597329321
2018,17021,Christian County,Illinois,7.6,8.0626930902
2018,17041,Douglas County,Illinois,7.6,9.1623746273
2018,17109,Mcdonough County,Illinois,7.6,18.227439735
2018,17193,White County,Illinois,7.6,9.6312887664
2018,18049,Fulton County,Indiana,7.6,9.3577257173
2018,19031,Cedar County,Iowa,7.6,6.8774265114
2018,19067,Floyd County,Iowa,7.6,8.3885542169
2018,19097,Jackson County,Iowa,7.6,7.3204770363
2018,19103,Johnson County,Iowa,7.6,16.762857728
2018,19197,Wright County,Iowa,7.6,6.3020439061
2018,20093,Kearny County,Kansas,7.6,8.7572977481
2018,20161,Riley County,Kansas,7.6,17.621262965
2018,20193,Thomas County,Kansas,7.6,5.9141494436
2018,20197,Wabaunsee County,Kansas,7.6,4.3181818182
2018,20207,Woodson County,Kansas,7.6,6.0810810811
2018,21143,Lyon County,Kentucky,7.6,9.1168996188
2018,22081,Red River Parish,Louisiana,7.6,14.737952867
2018,24013,Carroll County,Maryland,7.6,8.8304376072
2018,26043,Dickinson County,Michigan,7.6,8.1417196028
2018,26085,Lake County,Michigan,7.6,13.02247427
2018,26095,Luce County,Michigan,7.6,8.6560364465
2018,26103,Marquette County,Michigan,7.6,11.598971333
2018,26139,Ottawa County,Michigan,7.6,8.5951617604
2018,26151,Sanilac County,Michigan,7.6,8.7263318829
2018,26155,Shiawassee County,Michigan,7.6,9.2028611459
2018,27021,Cass County,Minnesota,7.6,11.251648949
2018,27031,Cook County,Minnesota,7.6,10.155316607
2018,27033,Cottonwood County,Minnesota,7.6,6.8943298969
2018,27077,Lake Of The Woods County,Minnesota,7.6,9.6026490066
2018,27103,Nicollet County,Minnesota,7.6,10.788022065
2018,27113,Pennington County,Minnesota,7.6,9.1140962421
2018,27163,Washington County,Minnesota,7.6,9.0159259885
2018,29001,Adair County,Missouri,7.6,13.736393753
2018,29109,Lawrence County,Missouri,7.6,9.6010150853
2018,29225,Webster County,Missouri,7.6,6.1029688087
2018,30021,Dawson County,Montana,7.6,8.0031695721
2018,30095,Stillwater County,Montana,7.6,7.4404761905
2018,31007,Banner County,Nebraska,7.6,8.2417582418
2018,31049,Deuel County,Nebraska,7.6,5.8441558442
2018,31137,Phelps County,Nebraska,7.6,12.987707108
2018,31177,Washington County,Nebraska,7.6,7.1482317532
2018,35051,Sierra County,New Mexico,7.6,14.053728949
2018,36087,Rockland County,New York,7.6,22.061793215
2018,37137,Pamlico County,North Carolina,7.6,12.234359484
2018,37143,Perquimans County,North Carolina,7.6,13.000715308
2018,38041,Hettinger County,North Dakota,7.6,8.8118811881
